Objects Number
241
Id		X		Y		Width		Height		CollisionClassIndex	Collision Name
0		1120		1056		16		16		0			Ground
0		1120		1040		16		16		0			Ground
0		1136		1056		16		16		0			Ground
0		1152		1056		16		16		0			Ground
0		1168		1056		16		16		0			Ground
0		1184		1056		16		16		0			Ground
0		1200		1056		16		16		0			Ground
0		1216		1056		16		16		0			Ground
0		1232		1056		16		16		0			Ground
0		1248		1056		16		16		0			Ground
0		1248		1072		16		16		0			Ground
0		1248		1088		16		16		0			Ground
0		1248		1104		16		16		0			Ground
0		1264		1104		16		16		0			Ground
0		1264		1168		16		16		0			Ground
0		1248		1168		16		16		0			Ground
0		1232		1168		16		16		0			Ground
0		1216		1168		16		16		0			Ground
0		1200		1168		16		16		0			Ground
0		1184		1168		16		16		0			Ground
0		1248		1200		16		16		0			Ground
0		1248		1216		16		16		0			Ground
0		1248		1232		16		16		0			Ground
0		1248		1184		16		16		0			Ground
0		1088		1040		16		16		0			Ground
0		416		1104		16		16		0			Ground
0		416		1120		16		16		0			Ground
0		416		1136		16		16		0			Ground
0		416		1152		16		16		0			Ground
0		432		1168		16		16		0			Ground
0		432		1184		16		16		0			Ground
0		448		1200		16		16		0			Ground
0		448		1216		16		16		0			Ground
0		480		1216		16		16		0			Ground
0		496		1216		16		16		0			Ground
0		464		1216		16		16		0			Ground
0		496		1200		16		16		0			Ground
0		496		1184		16		16		0			Ground
0		496		1168		16		16		0			Ground
0		480		1168		16		16		0			Ground
0		480		1152		16		16		0			Ground
0		480		1136		16		16		0			Ground
0		464		1136		16		16		0			Ground
0		464		1120		16		16		0			Ground
0		464		1104		16		16		0			Ground
0		448		1104		16		16		0			Ground
0		432		1104		16		16		0			Ground
0		592		1184		16		16		0			Ground
0		608		1184		16		16		0			Ground
0		608		1168		16		16		0			Ground
0		592		1168		16		16		0			Ground
0		592		1136		16		16		0			Ground
0		608		1152		16		16		0			Ground
0		592		1152		16		16		0			Ground
0		608		1136		16		16		0			Ground
0		608		1120		16		16		0			Ground
0		592		1120		16		16		0			Ground
0		592		1104		16		16		0			Ground
0		592		1088		16		16		0			Ground
0		688		1088		16		16		0			Ground
0		688		1104		16		16		0			Ground
0		688		1120		16		16		0			Ground
0		672		1120		16		16		0			Ground
0		672		1136		16		16		0			Ground
0		688		1136		16		16		0			Ground
0		688		1152		16		16		0			Ground
0		672		1152		16		16		0			Ground
0		672		1168		16		16		0			Ground
0		688		1168		16		16		0			Ground
0		688		1184		16		16		0			Ground
0		672		1184		16		16		0			Ground
0		592		1232		16		16		0			Ground
0		608		1232		16		16		0			Ground
0		624		1232		16		16		0			Ground
0		640		1232		16		16		0			Ground
0		656		1232		16		16		0			Ground
0		672		1232		16		16		0			Ground
0		688		1232		16		16		0			Ground
